subscriber_id,product,region,acquisition_channel,start_date,contract_type,contract_end_date,bundle_depth,mrr,nps_score,status,churn_date,churn_reason,plan_change,propensity_score,tenure_months,tenure_cohort,last_interaction_date,days_to_churn,grace_period
SKY-00372,Sky Cinema,Scotland,Online,2025-03-03,rolling-monthly,,triple,19.98,9,active,,,none,0.431,13,1-2yr,2026-02-24,,false
SKY-00373,Sky Broadband,England,Online,2024-04-09,in-contract,2026-03-30,single,51.98,8,active,,,none,0.076,24,2-5yr,2026-02-17,,false
SKY-00374,Sky Protect,England,Online,2025-01-23,in-contract,2026-01-18,single,13.26,6,active,,,none,0.294,15,1-2yr,2025-10-07,,false
SKY-00375,NOW TV,Scotland,Online,2025-04-12,rolling-monthly,,triple,9.96,6,active,,,none,0.173,12,1-2yr,2026-01-15,,false
SKY-00376,Sky Sports,England,Telesales,2024-04-24,OOC,2025-05-06,single,27.67,9,churned,2024-05-25,found_better_deal,none,0.669,1,0-6m,2024-03-05,81,false
SKY-00377,Sky Broadband,England,Telesales,2024-10-17,rolling-monthly,,single,51.02,6,active,,,none,0.05,18,1-2yr,2026-02-20,,false
SKY-00378,Sky Sports,England,Online,2025-06-12,rolling-monthly,,double,31.58,10,active,,,none,0.271,10,6-12m,2026-01-21,,false
SKY-00379,Sky Glass/Sky Q,England,Online,2025-11-08,OOC,2025-10-03,single,52.1,8,active,,,none,0.171,5,0-6m,2025-11-01,,false
SKY-00380,Sky Cinema,Wales,Retail,2025-11-06,in-contract,2027-10-27,single,12.8,9,active,,,none,0.077,5,0-6m,2025-12-17,,false
SKY-00381,Sky Protect,England,Online,2024-11-02,OOC,2025-08-04,single,17.74,10,active,,,none,0.211,17,1-2yr,2025-12-11,,false
SKY-00382,Sky Glass/Sky Q,Wales,Retail,2024-11-30,OOC,2025-11-02,double,69.43,10,active,,,none,0.008,17,1-2yr,2026-02-03,,false
SKY-00383,Sky Sports,England,Online,2025-04-13,OOC,2025-06-05,triple,37.34,9,active,,,none,0.056,12,1-2yr,2026-03-01,,false
SKY-00384,Sky Protect,Wales,Online,2024-08-01,in-contract,2026-01-23,single,11.38,10,active,,,none,0.016,20,1-2yr,2026-03-23,,false
SKY-00385,Sky Glass/Sky Q,England,Online,2025-11-07,in-contract,2027-10-28,single,41.3,5,active,,,none,0.091,5,0-6m,2026-01-24,,false
SKY-00386,Sky Sports,England,Direct,2024-12-05,in-contract,2026-05-29,single,28.46,10,churned,2025-05-08,price,none,0.985,5,0-6m,2025-04-23,15,false
SKY-00387,Sky Cinema,England,Telesales,2025-07-03,in-contract,2027-06-23,double,11.51,8,active,,,none,0.309,9,6-12m,2026-03-08,,false
SKY-00388,NOW TV,England,Retail,2024-04-17,rolling-monthly,,single,12.3,7,churned,2025-04-21,price,none,0.9,12,1-2yr,2025-03-31,21,false
SKY-00389,Sky Cinema,England,Telesales,2025-05-10,rolling-monthly,,single,18.7,10,active,,,none,0.035,11,6-12m,2025-12-29,,false
SKY-00390,Sky Cinema,England,Partner,2024-05-09,in-contract,2025-10-31,double,12.88,9,active,,,none,0.155,23,1-2yr,2025-12-01,,false
SKY-00391,Sky Cinema,England,Direct,2024-11-03,in-contract,2026-04-27,double,19.18,6,active,,,none,0.265,17,1-2yr,2025-10-30,,false
SKY-00392,Sky Cinema,England,Telesales,2024-05-07,in-contract,2026-04-27,single,10.7,10,active,,,none,0.383,23,1-2yr,2025-11-28,,false
SKY-00393,Sky Sports,England,Telesales,2025-09-13,in-contract,2027-09-03,single,25.22,9,active,,,none,0.182,7,6-12m,2025-12-05,,false
SKY-00394,Sky Sports,Scotland,Online,2025-02-12,rolling-monthly,,double,31.43,9,churned,2025-02-17,price,none,0.966,0,0-6m,2025-02-04,13,false
SKY-00395,Sky Mobile,Wales,Retail,2025-04-12,rolling-monthly,,single,39.55,7,active,,,none,0.101,12,1-2yr,2026-02-02,,false
SKY-00396,Sky Mobile,England,Online,2024-04-02,OOC,2025-06-05,single,20.59,8,active,,,none,0.523,24,2-5yr,2025-10-18,,false
SKY-00397,Sky Protect,England,Online,2024-09-06,rolling-monthly,,triple,21.09,8,active,,,none,0.189,19,1-2yr,2026-03-19,,false
SKY-00398,Sky Cinema,England,Telesales,2025-03-22,in-contract,2026-03-17,single,14.48,9,active,,,none,0.096,13,1-2yr,2025-11-14,,false
SKY-00399,NOW TV,England,Retail,2025-09-16,OOC,2025-06-05,single,14.77,9,active,,,none,0.08,7,6-12m,2026-03-10,,false
SKY-00400,Sky Glass/Sky Q,Wales,Telesales,2025-12-02,in-contract,2027-05-26,single,53.98,10,active,,,none,0.137,4,0-6m,2026-01-02,,false
SKY-00401,NOW TV,England,Online,2024-04-06,rolling-monthly,,single,11.06,10,churned,2024-04-17,price,none,0.551,0,0-6m,2024-02-09,68,false
SKY-00402,Sky Glass/Sky Q,England,Telesales,2024-01-29,rolling-monthly,,double,57.49,2,active,,,none,0.162,27,2-5yr,2025-11-01,,false
SKY-00403,Sky Glass/Sky Q,Scotland,Online,2025-11-01,in-contract,2027-10-22,double,72.55,8,active,,,none,0.131,5,0-6m,2025-11-27,,false
SKY-00404,Sky Glass/Sky Q,England,Online,2025-05-10,OOC,2025-08-04,triple,85.58,10,active,,,none,0.018,11,6-12m,2025-11-18,,false
SKY-00405,Sky Protect,England,Telesales,2025-12-16,in-contract,2026-12-11,single,24.15,10,active,,,none,0.22,4,0-6m,2026-02-15,,false
SKY-00406,Sky Cinema,England,Telesales,2025-02-15,in-contract,2026-02-10,double,18.65,6,churned,2025-10-27,found_better_deal,none,0.672,8,6-12m,2025-10-02,25,false
SKY-00407,Sky Protect,England,Online,2024-01-11,OOC,2026-03-02,double,17.99,9,active,,,none,0.119,27,2-5yr,2026-02-21,,false
SKY-00408,Sky Mobile,England,Online,2025-10-04,in-contract,2027-09-24,double,18.12,8,active,,,none,0.165,6,6-12m,2026-01-09,,false
SKY-00409,Sky Mobile,England,Retail,2025-12-01,in-contract,2027-05-25,single,16.75,8,active,,,none,0.152,4,0-6m,2025-11-06,,false
SKY-00410,NOW TV,England,Direct,2025-01-31,rolling-monthly,,double,13.6,9,active,,,none,0.152,15,1-2yr,2025-12-07,,false
SKY-00411,Sky Cinema,Wales,Telesales,2024-12-11,in-contract,2026-06-04,single,15.3,6,active,,,none,0.134,16,1-2yr,2025-10-09,,false
SKY-00412,Sky Sports,England,Direct,2025-08-11,OOC,2026-01-01,single,23.62,10,active,,,none,0.043,8,6-12m,2026-01-11,,false
SKY-00413,Sky Sports,Scotland,Telesales,2024-12-12,OOC,2025-11-02,single,24.74,10,churned,2026-01-23,not_using,none,0.709,13,1-2yr,2025-11-27,57,false
SKY-00414,Sky Sports,England,Telesales,2024-01-21,rolling-monthly,,triple,32.24,10,churned,2025-01-19,found_better_deal,none,0.624,12,1-2yr,2024-12-17,33,false
SKY-00415,Sky Broadband,England,Partner,2024-01-25,in-contract,2025-01-19,single,37.32,7,active,,,upgrade,0.255,27,2-5yr,2025-12-05,,false
SKY-00416,NOW TV,Scotland,Direct,2024-04-18,rolling-monthly,,single,6.39,10,churned,2025-06-07,found_better_deal,none,0.936,14,1-2yr,2025-03-25,74,false
SKY-00417,Sky Broadband,England,Direct,2024-03-18,in-contract,2025-09-09,double,29.51,8,active,,,downgrade,0.373,25,2-5yr,2025-12-28,,false
SKY-00418,Sky Cinema,England,Telesales,2025-07-13,rolling-monthly,,single,15.87,1,active,,,none,0.256,9,6-12m,2025-10-22,,false
SKY-00419,Sky Broadband,England,Online,2025-11-08,rolling-monthly,,single,53.38,6,churned,2025-11-23,price,none,0.698,0,0-6m,2025-11-20,3,false
SKY-00420,Sky Cinema,England,Online,2025-07-16,in-contract,2026-07-11,single,17.24,8,active,,,none,0.019,9,6-12m,2025-10-08,,false
SKY-00421,Sky Sports,England,Online,2024-05-12,in-contract,2025-11-03,double,31.84,10,active,,,none,0.447,23,1-2yr,2026-03-17,,false
SKY-00422,Sky Cinema,England,Direct,2024-12-01,in-contract,2026-11-21,single,11.46,6,churned,2025-12-09,price,none,0.68,12,1-2yr,2025-12-05,4,false
SKY-00423,NOW TV,England,Telesales,2025-01-12,rolling-monthly,,triple,8.42,9,active,,,none,0.021,15,1-2yr,2025-11-22,,false
SKY-00424,Sky Glass/Sky Q,England,Direct,2025-05-23,in-contract,2026-05-18,single,39.09,5,active,,,none,0.153,11,6-12m,2026-03-26,,false
SKY-00425,Sky Glass/Sky Q,England,Direct,2025-05-05,in-contract,2026-04-30,double,83.95,10,active,,,none,0.081,11,6-12m,2026-02-18,,false
SKY-00426,Sky Cinema,England,Telesales,2025-10-04,OOC,2025-11-02,double,17.38,5,active,,,none,0.249,6,6-12m,2026-02-13,,false
SKY-00427,Sky Glass/Sky Q,England,Retail,2024-07-29,in-contract,2026-07-19,double,63.65,9,active,,,upgrade,0.058,21,1-2yr,2025-10-25,,false
SKY-00428,Sky Glass/Sky Q,Scotland,Retail,2024-01-01,in-contract,2025-06-24,double,84.47,3,active,,,none,0.088,27,2-5yr,2025-10-17,,false
SKY-00429,Sky Glass/Sky Q,Scotland,Retail,2025-03-21,OOC,2025-12-02,double,74.41,7,active,,,none,0.281,13,1-2yr,2026-02-25,,false
SKY-00430,Sky Mobile,Wales,Direct,2025-04-06,OOC,2026-03-02,single,42.55,10,active,,,none,0.174,12,1-2yr,2026-01-06,,false
SKY-00431,Sky Cinema,England,Direct,2025-01-17,in-contract,2026-07-11,single,18.19,6,churned,2025-09-26,not_using,none,0.902,8,6-12m,2025-07-24,64,false
SKY-00432,Sky Broadband,Scotland,Direct,2024-11-09,in-contract,2026-05-03,single,31.28,9,churned,2025-01-10,price,none,0.632,2,0-6m,2024-10-14,88,false
SKY-00433,Sky Glass/Sky Q,England,Telesales,2024-05-01,in-contract,2025-10-23,double,40.73,9,active,,,none,0.3,23,1-2yr,2025-11-01,,false
SKY-00434,Sky Protect,England,Online,2025-06-02,in-contract,2027-05-23,single,12.67,9,active,,,none,0.214,10,6-12m,2025-10-16,,false
SKY-00435,Sky Broadband,England,Online,2024-07-06,in-contract,2026-06-26,double,45.77,9,active,,,none,0.162,21,1-2yr,2026-03-03,,false
SKY-00436,Sky Sports,England,Online,2024-11-03,in-contract,2026-10-24,single,22.46,8,churned,2024-11-19,moved,none,0.808,0,0-6m,2024-11-17,2,false
SKY-00437,Sky Mobile,Scotland,Online,2024-09-06,rolling-monthly,,double,23.76,8,active,,,none,0.041,19,1-2yr,2025-10-18,,false
SKY-00438,Sky Protect,England,Online,2025-09-05,in-contract,2027-02-27,double,17.66,1,active,,,none,0.178,7,6-12m,2026-01-13,,false
SKY-00439,Sky Protect,Wales,Telesales,2025-01-30,OOC,2025-08-04,single,19.75,10,active,,,none,0.257,15,1-2yr,2025-11-11,,false
SKY-00440,Sky Mobile,England,Telesales,2025-06-16,in-contract,2027-06-06,double,27.3,6,active,,,none,0.056,10,6-12m,2026-03-15,,false
SKY-00441,Sky Broadband,England,Online,2025-05-21,in-contract,2027-05-11,double,38.31,9,active,,,none,0.054,11,6-12m,2026-02-08,,false
SKY-00442,Sky Glass/Sky Q,Scotland,Telesales,2024-01-11,in-contract,2025-12-31,double,53.33,6,churned,2025-06-22,price,none,0.805,17,1-2yr,2025-04-06,77,false
SKY-00443,Sky Protect,England,Online,2024-04-12,rolling-monthly,,single,15.55,5,churned,2024-07-25,price,none,0.938,3,0-6m,2024-05-23,63,false
SKY-00444,Sky Cinema,England,Telesales,2024-11-25,in-contract,2026-11-15,double,21.14,9,active,,,none,0.121,17,1-2yr,2025-11-30,,false
SKY-00445,Sky Broadband,England,Retail,2025-10-22,in-contract,2027-10-12,double,57.94,10,active,,,none,0.152,6,6-12m,2026-02-02,,false
SKY-00446,Sky Cinema,England,Telesales,2024-08-25,rolling-monthly,,double,18.09,10,churned,2025-03-07,moved,none,0.584,7,6-12m,2025-02-22,13,false
SKY-00447,Sky Mobile,England,Online,2024-05-07,OOC,2025-04-06,single,31.01,5,churned,2025-07-13,price,none,0.676,14,1-2yr,2025-05-06,68,false
SKY-00448,Sky Protect,England,Direct,2025-07-17,in-contract,2027-01-08,triple,20.71,9,active,,,none,0.051,9,6-12m,2025-11-28,,false
SKY-00449,Sky Broadband,England,Online,2025-10-15,OOC,2025-06-05,double,54.6,9,churned,2025-12-08,not_using,none,0.661,2,0-6m,2025-10-17,52,false
SKY-00450,Sky Cinema,England,Telesales,2024-07-28,in-contract,2026-01-19,triple,17.34,5,active,,,upgrade,0.228,21,1-2yr,2025-11-20,,false
SKY-00451,Sky Sports,England,Telesales,2025-05-14,in-contract,2027-05-04,single,27.35,9,active,,,none,0.175,11,6-12m,2025-12-16,,false
SKY-00452,Sky Protect,England,Online,2025-07-14,OOC,2026-03-02,triple,14.01,1,active,,,none,0.14,9,6-12m,2026-01-07,,false
SKY-00453,NOW TV,England,Telesales,2025-11-14,rolling-monthly,,double,11.73,6,churned,2026-02-16,found_better_deal,none,0.964,3,0-6m,2026-01-08,39,false
SKY-00454,Sky Cinema,NI,Partner,2024-02-22,rolling-monthly,,single,18.63,4,churned,2025-03-13,not_using,none,0.618,13,1-2yr,2025-01-11,61,false
SKY-00455,Sky Glass/Sky Q,England,Telesales,2024-11-11,in-contract,2026-05-05,triple,66.11,6,active,,,none,0.057,17,1-2yr,2025-11-03,,false
SKY-00456,Sky Glass/Sky Q,NI,Direct,2024-07-15,OOC,2025-08-04,single,58.73,9,active,,,none,0.032,21,1-2yr,2025-11-29,,false
SKY-00457,Sky Cinema,England,Retail,2025-11-15,rolling-monthly,,double,18.26,10,churned,2026-01-06,found_better_deal,none,0.702,2,0-6m,2025-12-30,7,false
SKY-00458,Sky Glass/Sky Q,Scotland,Retail,2025-02-02,in-contract,2026-07-27,single,73.66,10,active,,,none,0.101,14,1-2yr,2025-10-26,,false
SKY-00459,Sky Mobile,England,Online,2025-05-28,in-contract,2026-05-23,single,34.76,10,active,,,none,0.116,11,6-12m,2025-12-01,,false
SKY-00460,Sky Protect,Scotland,Retail,2025-09-15,OOC,2025-06-05,single,12.5,10,churned,2026-02-08,price,none,0.969,5,0-6m,2025-12-12,58,false
SKY-00461,Sky Broadband,England,Telesales,2024-03-18,rolling-monthly,,single,49.43,9,churned,2025-06-05,not_using,none,0.872,15,1-2yr,2025-05-14,22,false
SKY-00462,NOW TV,England,Online,2024-06-14,rolling-monthly,,single,6.64,3,churned,2024-07-18,moved,none,0.831,1,0-6m,2024-07-08,10,false
SKY-00463,Sky Broadband,Scotland,Retail,2024-01-04,rolling-monthly,,single,48.11,10,churned,2025-01-20,moved,none,0.899,12,1-2yr,2025-01-08,12,false
SKY-00464,Sky Glass/Sky Q,England,Online,2025-06-18,rolling-monthly,,single,54.15,10,churned,2025-07-28,found_better_deal,none,0.883,1,0-6m,2025-07-14,14,false
SKY-00465,Sky Protect,England,Retail,2024-08-05,in-contract,2026-07-26,double,18.32,10,active,,,downgrade,0.374,20,1-2yr,2025-11-11,,false
SKY-00466,NOW TV,England,Online,2024-02-03,rolling-monthly,,double,8.58,9,churned,2024-03-04,price,none,0.682,1,0-6m,2024-02-15,18,false
SKY-00467,NOW TV,England,Telesales,2024-06-05,rolling-monthly,,double,17.03,10,churned,2024-10-10,found_better_deal,none,0.863,4,0-6m,2024-09-22,18,false
SKY-00468,Sky Sports,England,Retail,2025-01-06,in-contract,2026-06-30,double,25.09,4,active,,,none,0.024,15,1-2yr,2026-01-28,,false
SKY-00469,Sky Glass/Sky Q,England,Online,2025-08-05,OOC,2025-05-06,double,61.88,9,active,,,none,0.337,8,6-12m,2025-12-12,,false
SKY-00470,Sky Broadband,England,Telesales,2025-06-24,in-contract,2026-06-19,single,42.72,10,active,,,none,0.233,10,6-12m,2026-03-22,,false
SKY-00471,Sky Broadband,NI,Direct,2024-03-14,OOC,2025-12-02,single,28.38,0,churned,2025-07-15,price,none,0.894,16,1-2yr,2025-07-07,8,false
SKY-00472,NOW TV,England,Online,2025-02-27,OOC,2026-01-01,single,6.77,10,churned,2025-04-15,found_better_deal,none,0.833,2,0-6m,2025-02-16,58,false
SKY-00473,Sky Broadband,England,Online,2025-05-03,rolling-monthly,,single,39.41,8,active,,,none,0.211,11,6-12m,2025-11-10,,false
SKY-00474,Sky Protect,England,Direct,2025-06-26,rolling-monthly,,double,28.31,0,churned,2025-11-07,price,none,0.872,5,0-6m,2025-09-13,55,false
SKY-00475,Sky Mobile,England,Online,2024-07-23,OOC,2026-01-31,single,33.74,10,active,,,none,0.077,21,1-2yr,2026-01-30,,false
SKY-00476,Sky Glass/Sky Q,England,Online,2024-06-20,OOC,2025-08-04,double,50.2,8,active,,,none,0.008,22,1-2yr,2025-12-15,,false
SKY-00477,Sky Glass/Sky Q,England,Online,2024-03-15,in-contract,2025-03-10,single,62.99,5,active,,,none,0.029,25,2-5yr,2025-11-15,,false
SKY-00478,Sky Sports,England,Telesales,2024-04-05,in-contract,2025-09-27,single,27.94,1,churned,2025-04-01,not_using,none,0.854,12,1-2yr,2025-03-28,4,false
SKY-00479,Sky Glass/Sky Q,England,Direct,2025-10-14,OOC,2025-04-06,single,73.12,3,active,,,none,0.381,6,6-12m,2025-11-23,,false
SKY-00480,NOW TV,England,Online,2024-06-12,OOC,2025-06-05,double,11.96,7,churned,2024-12-13,financial_hardship,none,0.773,6,6-12m,2024-10-14,60,false
SKY-00481,Sky Glass/Sky Q,England,Online,2025-11-08,in-contract,2026-11-03,single,60.47,3,active,,,none,0.161,5,0-6m,2025-12-28,,false
SKY-00482,NOW TV,England,Online,2024-06-23,rolling-monthly,,single,5.42,9,churned,2024-07-07,price,none,0.815,1,0-6m,2024-04-19,79,false
SKY-00483,Sky Sports,England,Telesales,2024-01-18,OOC,2026-01-01,single,21.21,1,churned,2024-01-24,found_better_deal,none,0.783,0,0-6m,2023-11-13,72,false
SKY-00484,Sky Sports,England,Online,2024-09-21,rolling-monthly,,double,28.26,8,active,,,none,0.082,19,1-2yr,2026-03-22,,false
SKY-00485,Sky Broadband,England,Online,2025-11-22,in-contract,2027-11-12,double,38.88,10,active,,,none,0.105,5,0-6m,2025-11-23,,false
SKY-00486,Sky Glass/Sky Q,England,Direct,2025-01-12,in-contract,2027-01-02,single,42.14,10,active,,,none,0.047,15,1-2yr,2026-03-01,,false
SKY-00487,Sky Sports,England,Partner,2024-09-03,OOC,2025-08-04,single,22.86,7,churned,2025-09-06,price,none,0.562,12,1-2yr,2025-09-02,4,false
SKY-00488,Sky Sports,England,Direct,2024-04-24,in-contract,2026-04-14,single,18.16,9,active,,,none,0.487,24,2-5yr,2026-03-22,,false
SKY-00489,Sky Protect,England,Online,2024-12-11,in-contract,2026-06-04,single,24.43,10,active,,,none,0.181,16,1-2yr,2025-10-23,,false
SKY-00490,Sky Protect,England,Direct,2025-10-21,rolling-monthly,,double,28.44,10,active,,,none,0.083,6,6-12m,2025-11-17,,false
SKY-00491,Sky Broadband,England,Online,2025-10-22,in-contract,2027-10-12,single,28.07,7,churned,2025-11-27,price,none,0.712,1,0-6m,2025-09-15,73,false
SKY-00492,Sky Sports,England,Retail,2024-10-19,OOC,2025-04-06,triple,38.87,9,active,,,none,0.351,18,1-2yr,2026-02-12,,false
SKY-00493,Sky Glass/Sky Q,England,Direct,2024-08-16,in-contract,2025-08-11,double,56.54,9,active,,,downgrade,0.058,20,1-2yr,2025-11-12,,false
SKY-00494,Sky Protect,Scotland,Online,2025-08-27,OOC,2025-09-03,double,11.03,9,active,,,none,0.22,8,6-12m,2026-01-23,,false
SKY-00495,Sky Cinema,England,Online,2024-11-14,rolling-monthly,,single,18.99,10,churned,2025-02-22,not_using,none,0.741,3,0-6m,2025-01-02,51,false
SKY-00496,Sky Cinema,England,Online,2025-01-31,in-contract,2026-01-26,single,11.93,9,churned,2025-03-03,found_better_deal,none,0.575,2,0-6m,2024-12-10,83,false
SKY-00497,Sky Mobile,England,Direct,2024-03-15,rolling-monthly,,single,28.59,10,active,,,none,0.23,25,2-5yr,2026-03-12,,false
SKY-00498,Sky Cinema,England,Retail,2024-06-17,OOC,2025-06-05,single,13.8,6,churned,2025-06-28,found_better_deal,none,0.775,12,1-2yr,2025-06-15,13,false
SKY-00499,Sky Cinema,England,Partner,2024-08-30,in-contract,2026-08-20,single,11.02,8,churned,2025-03-06,moved,none,0.936,7,6-12m,2024-12-20,76,false
SKY-00500,Sky Sports,England,Online,2024-07-17,in-contract,2026-01-08,single,24.55,10,churned,2025-07-26,not_using,none,0.79,12,1-2yr,2025-05-05,82,false
SKY-00501,Sky Cinema,England,Retail,2024-05-01,in-contract,2026-04-21,single,18.61,8,churned,2024-09-25,price,none,0.788,4,0-6m,2024-09-14,11,false
SKY-00502,NOW TV,Scotland,Online,2025-10-06,rolling-monthly,,double,6.74,8,active,,,none,0.082,6,6-12m,2026-02-16,,false
SKY-00503,Sky Glass/Sky Q,NI,Online,2025-08-04,in-contract,2027-01-26,double,84.18,9,active,,,none,0.341,8,6-12m,2025-11-14,,false
SKY-00504,Sky Cinema,NI,Telesales,2025-12-09,in-contract,2027-06-02,double,14.93,9,active,,,none,0.038,4,0-6m,2026-03-23,,false
SKY-00505,NOW TV,England,Online,2024-07-02,rolling-monthly,,single,9.48,8,churned,2024-09-20,financial_hardship,none,0.717,2,0-6m,2024-09-10,10,false
SKY-00506,Sky Sports,England,Direct,2025-04-17,in-contract,2027-04-07,single,24.5,10,active,,,none,0.084,12,1-2yr,2025-12-30,,false
SKY-00507,Sky Protect,NI,Telesales,2025-09-26,in-contract,2027-03-20,double,9.8,4,active,,,none,0.22,7,6-12m,2025-10-27,,false
SKY-00508,Sky Mobile,England,Online,2024-05-16,OOC,2025-09-03,double,24.92,10,active,,,none,0.143,23,1-2yr,2025-11-21,,false
SKY-00509,Sky Protect,England,Retail,2024-04-25,rolling-monthly,,double,12.42,5,churned,2025-07-20,price,none,0.923,15,1-2yr,2025-04-21,90,false
SKY-00510,Sky Protect,England,Online,2024-03-30,in-contract,2025-09-21,single,14.51,8,churned,2024-10-12,price,none,0.922,7,6-12m,2024-08-05,68,false
SKY-00511,Sky Sports,Scotland,Online,2024-06-15,rolling-monthly,,triple,32.1,10,churned,2026-02-02,price,none,0.903,20,1-2yr,2025-12-16,48,false
SKY-00512,NOW TV,England,Direct,2024-08-25,OOC,2026-01-01,double,15.25,10,active,,,none,0.072,20,1-2yr,2026-03-05,,false
SKY-00513,NOW TV,England,Retail,2024-05-09,rolling-monthly,,single,13.41,0,churned,2024-05-11,price,none,0.875,0,0-6m,2024-04-29,12,false
SKY-00514,Sky Sports,England,Online,2024-06-12,in-contract,2026-06-02,single,18.29,5,active,,,none,0.071,22,1-2yr,2025-12-17,,false
SKY-00515,Sky Broadband,Wales,Direct,2024-11-30,OOC,2025-05-06,single,41.59,5,active,,,none,0.236,17,1-2yr,2026-02-19,,false
SKY-00516,Sky Glass/Sky Q,England,Direct,2025-09-02,in-contract,2027-08-23,triple,82.88,6,active,,,none,0.024,7,6-12m,2026-03-19,,false
SKY-00517,Sky Sports,England,Online,2024-02-15,in-contract,2026-02-04,single,27.73,9,active,,,none,0.14,26,2-5yr,2025-11-05,,false
SKY-00518,Sky Cinema,NI,Online,2025-12-04,OOC,2025-06-05,triple,14.88,1,active,,,none,0.314,4,0-6m,2025-10-14,,false
SKY-00519,Sky Broadband,England,Direct,2025-11-20,in-contract,2026-11-15,single,28.14,10,active,,,none,0.363,5,0-6m,2025-10-24,,false
SKY-00520,NOW TV,England,Online,2025-08-08,rolling-monthly,,single,7.08,0,churned,2025-08-28,not_using,none,0.907,0,0-6m,2025-06-22,67,false
SKY-00521,Sky Glass/Sky Q,England,Direct,2024-06-29,in-contract,2025-12-21,single,66.36,8,active,,,upgrade,0.078,22,1-2yr,2025-12-23,,false
SKY-00522,Sky Mobile,England,Online,2024-01-28,in-contract,2025-01-22,triple,49.87,0,active,,,none,0.177,27,2-5yr,2026-01-27,,false
SKY-00523,Sky Cinema,England,Online,2025-07-22,in-contract,2026-07-17,double,17.41,1,churned,2025-07-27,not_using,none,0.794,0,0-6m,2025-07-14,13,false
SKY-00524,Sky Cinema,England,Direct,2024-04-02,in-contract,2025-09-24,single,18.53,8,active,,,upgrade,0.18,24,2-5yr,2026-01-26,,false
SKY-00525,Sky Protect,England,Telesales,2024-06-01,in-contract,2026-05-22,single,12.09,4,churned,2024-07-02,not_using,none,0.727,1,0-6m,2024-05-08,55,false
SKY-00526,Sky Glass/Sky Q,England,Online,2025-08-26,in-contract,2026-08-21,double,42.57,9,active,,,none,0.218,8,6-12m,2026-01-22,,false
SKY-00527,Sky Sports,England,Online,2025-12-25,in-contract,2026-12-20,single,25.33,8,active,,,none,0.222,4,0-6m,2026-02-10,,false
SKY-00528,Sky Cinema,England,Direct,2025-02-28,in-contract,2027-02-18,double,12.67,10,active,,,none,0.067,14,1-2yr,2026-02-25,,false
SKY-00529,Sky Glass/Sky Q,England,Online,2025-04-16,rolling-monthly,,single,41.86,3,churned,2025-04-18,financial_hardship,none,0.84,0,0-6m,2025-01-27,81,false
SKY-00530,Sky Protect,England,Online,2025-07-12,rolling-monthly,,double,13.8,9,active,,,none,0.093,9,6-12m,2025-11-22,,false
SKY-00531,Sky Glass/Sky Q,England,Retail,2025-07-13,rolling-monthly,,triple,64.94,4,active,,,upgrade,0.021,9,6-12m,2025-10-13,,false
SKY-00532,Sky Glass/Sky Q,England,Online,2024-07-12,in-contract,2025-07-07,single,51.13,10,active,,,none,0.146,21,1-2yr,2025-10-15,,false
SKY-00533,NOW TV,England,Online,2025-10-17,in-contract,2027-10-07,triple,15.63,7,active,,,none,0.169,6,6-12m,2026-02-24,,false
SKY-00534,Sky Broadband,NI,Telesales,2024-09-05,rolling-monthly,,single,41.28,4,active,,,none,0.121,19,1-2yr,2026-03-08,,false
SKY-00535,Sky Cinema,England,Retail,2024-01-23,rolling-monthly,,single,19.56,10,churned,2025-03-18,not_using,none,0.871,14,1-2yr,2025-01-25,52,false
SKY-00536,Sky Cinema,England,Online,2024-10-05,in-contract,2026-03-29,single,18.48,4,active,,,none,0.463,18,1-2yr,2025-10-06,,false
SKY-00537,Sky Glass/Sky Q,England,Online,2024-03-21,in-contract,2026-03-11,single,55.52,9,active,,,downgrade,0.132,25,2-5yr,2026-02-11,,false
SKY-00538,Sky Protect,England,Direct,2025-03-11,in-contract,2026-09-02,single,11.64,8,active,,,downgrade,0.14,13,1-2yr,2025-12-23,,false
SKY-00539,Sky Glass/Sky Q,England,Online,2025-12-27,rolling-monthly,,single,71.43,10,active,,,none,0.054,4,0-6m,2026-02-10,,false
SKY-00540,Sky Protect,England,Telesales,2025-01-01,in-contract,2025-12-27,triple,16.43,4,active,,,none,0.048,15,1-2yr,2026-01-08,,false
SKY-00541,Sky Mobile,England,Direct,2024-10-01,in-contract,2026-09-21,triple,29.42,9,active,,,none,0.15,18,1-2yr,2026-01-01,,false
SKY-00542,NOW TV,England,Telesales,2024-03-09,rolling-monthly,,single,7.47,1,churned,2024-03-15,price,none,0.818,0,0-6m,2024-02-14,30,false
SKY-00543,Sky Mobile,England,Telesales,2024-05-28,in-contract,2025-05-23,single,21.89,7,active,,,none,0.194,23,1-2yr,2025-11-02,,false
SKY-00544,Sky Sports,England,Online,2025-12-08,OOC,2025-10-03,single,26.44,10,active,,,none,0.058,4,0-6m,2025-11-14,,false
SKY-00545,NOW TV,Wales,Direct,2024-06-28,rolling-monthly,,triple,18.64,9,churned,2025-09-03,moved,upgrade,0.72,15,1-2yr,2025-07-09,56,false
SKY-00546,Sky Cinema,England,Retail,2025-06-04,rolling-monthly,,double,21.48,10,active,,,none,0.092,10,6-12m,2025-11-29,,false
